family,field,live_type,live_ignore_above,expected_via,expected_type,classification,emit_sites,dashboard_refs
logs,html_len,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),,
logs,html_length,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/artifact_tools.py:1467 | src/personal_agent/tools/artifact_tools.py:1499,
logs,http_status,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/observability/artifact_envelope/probe.py:110 | src/personal_agent/observability/artifact_envelope/probe.py:134 | src/personal_agent/observability/artifact_envelope/verifier.py:253 | src/personal_agent/observability/artifact_envelope/verifier.py:369,
logs,identifier,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/skill_routing_threshold_monitor.py:187 | src/personal_agent/tools/linear.py:510 | src/personal_agent/tools/linear.py:527 | src/personal_agent/tools/linear.py:534 | src/personal_agent/tools/linear.py:538 | src/personal_agent/tools/linear.py:597,
logs,idle_minutes,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),,
logs,idle_seconds,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/queries.py:326,
logs,image,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/primitives/sandbox.py:177 | src/personal_agent/tools/primitives/sandbox.py:205 | src/personal_agent/tools/primitives/sandbox.py:218 | src/personal_agent/tools/primitives/sandbox.py:240 | src/personal_agent/tools/primitives/run_python.py:163 | src/personal_agent/tools/primitives/run_python.py:170,
logs,implicit_rephrase_detected,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/service.py:1870,
logs,index,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/es_logger.py:93 | src/personal_agent/telemetry/lifecycle_manager.py:395 | src/personal_agent/orchestrator/sub_agent.py:409 | src/personal_agent/memory/reranker.py:115 | src/personal_agent/orchestrator/executor.py:492 | src/personal_agent/llm_client/adapters.py:84,
logs,index_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:2317,
logs,index_directive_emitted,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:2321,
logs,index_name,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/memory/service.py:834,
logs,indexed_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/backfill.py:318,
logs,initial_mode,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/brainstem/mode_manager.py:73,
logs,injected_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/queries.py:620 | src/personal_agent/telemetry/queries.py:628,
logs,inline,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/telemetry_router.py:40 | src/personal_agent/tools/artifact_tools.py:695,
logs,input_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:727,
logs,input_messages,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/within_session_compression.py:309 | src/personal_agent/orchestrator/within_session_compression.py:459 | src/personal_agent/orchestrator/context_window.py:115 | src/personal_agent/orchestrator/context_window.py:129 | src/personal_agent/orchestrator/context_window.py:197,
logs,input_tokens,long,,explicit,long,✅ aligned (explicit),src/personal_agent/telemetry/events.py:70 | src/personal_agent/gateway/chat_api.py:257 | src/personal_agent/gateway/chat_api.py:301 | src/personal_agent/observability/route_trace/ledger.py:362 | src/personal_agent/llm_client/telemetry.py:137 | src/personal_agent/llm_client/adapters.py:319,llm_performance.ndjson:Avg Prompt Tokens by Model Role | llm_performance.ndjson:Prompt Token Percentiles by Role | llm_performance.ndjson:Token Usage Over Time | prompt-cost-cache.ndjson:Prompt: Per-callsite token/cost breakdown
logs,insights,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/cost_gate/__init__.py:100 | src/personal_agent/cost_gate/__init__.py:101 | src/personal_agent/captains_log/models.py:47 | src/personal_agent/insights/engine.py:160 | src/personal_agent/insights/engine.py:352 | src/personal_agent/insights/engine.py:851,
logs,insights_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/pipeline_handlers.py:100,
logs,insights_found,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:288 | src/personal_agent/insights/engine.py:466 | src/personal_agent/insights/engine.py:543,
logs,invalid_parameters,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/executor.py:391,
logs,iso_week,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:1011 | src/personal_agent/brainstem/jobs/freshness_review.py:95 | src/personal_agent/brainstem/jobs/freshness_review.py:300 | src/personal_agent/events/pipeline_handlers.py:834 | src/personal_agent/events/pipeline_handlers.py:895 | src/personal_agent/brainstem/jobs/freshness_review.py:281,
logs,issue_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/captains_log/suppression.py:110 | src/personal_agent/events/pipeline_handlers.py:318 | src/personal_agent/events/pipeline_handlers.py:328 | src/personal_agent/events/pipeline_handlers.py:515 | src/personal_agent/events/pipeline_handlers.py:635 | src/personal_agent/events/pipeline_handlers.py:759,
logs,issues_checked,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/feedback.py:419,
logs,iteration,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:3052 | src/personal_agent/orchestrator/sub_agent.py:559 | src/personal_agent/orchestrator/executor.py:216 | src/personal_agent/orchestrator/executor.py:2383 | src/personal_agent/orchestrator/executor.py:3017 | src/personal_agent/orchestrator/executor.py:3036,
logs,iteration_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/observability/route_trace/assembler.py:252 | src/personal_agent/observability/route_trace/ledger.py:347 | src/personal_agent/orchestrator/executor.py:1268 | src/personal_agent/orchestrator/executor.py:1282 | src/personal_agent/captains_log/reflection.py:348,
logs,k,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/artifacts_router.py:271 | src/personal_agent/tools/artifact_tools.py:194 | src/personal_agent/tools/artifact_tools.py:565 | src/personal_agent/tools/notes_tools.py:148 | src/personal_agent/tools/notes_tools.py:447 | src/personal_agent/ui/service_cli.py:59,
logs,key,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/queries.py:382 | src/personal_agent/telemetry/queries.py:384 | src/personal_agent/telemetry/queries.py:388 | src/personal_agent/telemetry/queries.py:472 | src/personal_agent/telemetry/queries.py:476 | src/personal_agent/telemetry/queries.py:543,
logs,key_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/cf_access_jwt.py:150,
logs,kind,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/observability/artifact_envelope/spec.py:141 | src/personal_agent/llm_client/litellm_client.py:611 | src/personal_agent/events/pipeline_handlers.py:167 | src/personal_agent/observability/artifact_envelope/spec.py:154 | src/personal_agent/observability/artifact_envelope/verifier.py:368 | src/personal_agent/observability/joinability/walk.py:263,
logs,known_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/read_skill.py:99,
logs,label,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/linear_client.py:443 | src/personal_agent/events/pipeline_handlers.py:353 | src/personal_agent/observability/route_trace/assembler.py:246 | src/personal_agent/observability/route_trace/ledger.py:232 | src/personal_agent/observability/route_trace/ledger.py:343 | src/personal_agent/orchestrator/constraint_options.py:34,
logs,last_compressed_at,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/compression_manager.py:113,
logs,last_processed_path,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/backfill.py:85 | src/personal_agent/captains_log/backfill.py:88 | src/personal_agent/captains_log/backfill.py:109 | src/personal_agent/captains_log/backfill.py:112 | src/personal_agent/captains_log/backfill.py:208 | src/personal_agent/captains_log/backfill.py:209,
logs,last_seq,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/transport/agui/ws_endpoint.py:604 | src/personal_agent/transport/agui/ws_endpoint.py:605 | src/personal_agent/transport/agui/ws_endpoint.py:637,
logs,latency_ms,long,,explicit,long,✅ aligned (explicit),src/personal_agent/service/app.py:1983 | src/personal_agent/service/app.py:2011 | src/personal_agent/telemetry/events.py:69 | src/personal_agent/orchestrator/tool_dispatch.py:106 | src/personal_agent/orchestrator/tool_dispatch.py:164 | src/personal_agent/orchestrator/tool_dispatch.py:192,llm_performance.ndjson:Avg Latency by Model Role | llm_performance.ndjson:LLM Latency Over Time | llm_performance.ndjson:P95 Latency by Role
logs,level,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:160 | src/personal_agent/gateway/observation_api.py:39 | src/personal_agent/telemetry/error_monitor.py:170 | src/personal_agent/telemetry/es_handler.py:125 | src/personal_agent/telemetry/es_handler.py:150,
logs,limit,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/tool_result_digest.py:222 | src/personal_agent/mcp/server/tools.py:54 | src/personal_agent/mcp/server/tools.py:118 | src/personal_agent/mcp/server/tools.py:136 | src/personal_agent/mcp/server/server.py:147 | src/personal_agent/mcp/server/server.py:212,
logs,line_number,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/es_handler.py:130 | src/personal_agent/telemetry/es_handler.py:156,
logs,linear_issue_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/captains_log/recall.py:125 | src/personal_agent/captains_log/promotion.py:235 | src/personal_agent/captains_log/promotion.py:321 | src/personal_agent/captains_log/promotion.py:328 | src/personal_agent/captains_log/promotion.py:381 | src/personal_agent/captains_log/promotion.py:492,
logs,lines_returned,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/primitives/read.py:318 | src/personal_agent/tools/primitives/read.py:491 | src/personal_agent/tools/primitives/read.py:477,
logs,linked_skill,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/tool_dispatch.py:157 | src/personal_agent/orchestrator/tool_dispatch.py:239,
logs,loaded_skills_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:2319,
logs,location_consent_enabled,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:1317 | src/personal_agent/service/app.py:1328 | src/personal_agent/service/app.py:1403 | src/personal_agent/service/app.py:1315 | src/personal_agent/service/app.py:1326 | src/personal_agent/service/app.py:1400,
logs,logger,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:160 | src/personal_agent/telemetry/es_handler.py:126 | src/personal_agent/telemetry/es_handler.py:151 | src/personal_agent/telemetry/logger.py:114 | src/personal_agent/observability/joinability/walk.py:597,
logs,manifest_available,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/reflection.py:278,
logs,matched_files,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),,
logs,max_concurrency,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/llm_client/concurrency.py:232 | src/personal_agent/llm_client/client.py:109,
logs,max_concurrent,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/orchestrator/expansion.py:114 | src/personal_agent/orchestrator/executor.py:2768,
logs,max_iterations,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:3053 | src/personal_agent/orchestrator/sub_agent.py:575 | src/personal_agent/orchestrator/executor.py:1269 | src/personal_agent/orchestrator/executor.py:1283 | src/personal_agent/orchestrator/executor.py:3018 | src/personal_agent/captains_log/reflection.py:349,
logs,max_latency_ms,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:3346,
logs,max_relevance_score,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/service.py:1863,
logs,max_repeats,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),,
logs,max_retries,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/session_summary.py:177 | src/personal_agent/second_brain/entity_extraction.py:270 | src/personal_agent/events/consumer.py:212 | src/personal_agent/orchestrator/executor.py:2670 | src/personal_agent/llm_client/client.py:219 | src/personal_agent/telemetry/es_logger.py:46,
logs,max_sent_seq,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/transport/agui/ws_endpoint.py:672,
logs,max_temporal_gap_hours,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:322 | src/personal_agent/second_brain/quality_monitor.py:331,
logs,max_tokens,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/llm_client/litellm_client.py:402 | src/personal_agent/llm_client/litellm_client.py:499 | src/personal_agent/llm_client/adapters.py:522 | src/personal_agent/llm_client/adapters.py:617 | src/personal_agent/llm_client/client.py:313 | src/personal_agent/second_brain/session_summary.py:176,
